"id","title","poster_url","year","duration","age_rating","star_rating","num_ratings","description"
"3999","Diamonds Are Forever","https://m.media-amazon.com/images/M/MV5BMTEwMTdmOWQtNjA0NS00NTBmLTkxMjAtYWI0YjVlZTQ0NmMzXkEyXkFqcGc@._V1_QL75_UX280_CR0,6,280,414_.jpg","1971","2h","PG","6.5","118K","A diamond smuggling investigation leads James Bond to Las Vegas where he uncovers an evil plot involving a rich business tycoon."
"4000","Swordfish","https://m.media-amazon.com/images/M/MV5BMmVlOGM1YjQtNzMzYS00ZmY5LTlkMDQtN2EyZTQ4NTExNjNjXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","2001","1h 39m","R","6.5","200K","A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him."
"4001","It's Complicated","https://m.media-amazon.com/images/M/MV5BMjQ0NjM2NTI4N15BMl5BanBnXkFtZTcwNjQ2MDc5Mg@@._V1_QL75_UX280_CR0,1,280,414_.jpg","2009","2h","R","6.5","101K","When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried."
"4002","Oscar","https://m.media-amazon.com/images/M/MV5BZTcwZjUwYzUtMzZhMC00MzY5LWFkZjQtYjdlODA0MThjMDQ1XkEyXkFqcGc@._V1_QL75_UX280_CR0,2,280,414_.jpg","1991","1h 49m","PG","6.5","35K","A gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight""."
"4003","Awake","https://m.media-amazon.com/images/M/MV5BMjE3NDczNTIyOV5BMl5BanBnXkFtZTcwMDQwMjU1MQ@@._V1_QL75_UY414_CR3,0,280,414_.jpg","2007","1h 24m","R","6.5","83K","A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him."
"4004","Naked Gun 33 1/3: The Final Insult","https://m.media-amazon.com/images/M/MV5BM2ViYTFhMTktMjU0OC00ZWY3LWEzZDItMTExNDc2NDNjN2I3XkEyXkFqcGc@._V1_QL75_UY414_CR1,0,280,414_.jpg","1994","1h 23m","PG-13","6.5","116K","Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards."
"4005","Due Date","https://m.media-amazon.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2010","1h 35m","R","6.5","365K","High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time."
"4006","Dumplin'","https://m.media-amazon.com/images/M/MV5BMjJmOWUzMDMtMTUzNS00YThhLWJhNGEtMzI1MGQ4MWIyZTA1XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2018","1h 50m","PG-13","6.5","39K","Willowdean (""Dumplin'""), the plus-size teenage daughter of a former beauty queen, signs up for her mom's Miss Teen Bluebonnet pageant as a protest that escalates when other contestants follow her footsteps, revolutionizing the pageant and their small Texas town."
"4007","Octopussy","https://m.media-amazon.com/images/M/MV5BOWZkNWVhMDItOTQwYy00ZDgwLTg3MGItMTcyOTk3OWZkMWIwXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1983","2h 11m","PG","6.5","116K","A fake Fabergé egg recovered from the body of a fellow agent leads James Bond to uncover a jewel smuggling operation led by the mysterious Octopussy, and a plot to blow up a NATO air base."
"4008","Next Goal Wins","https://m.media-amazon.com/images/M/MV5BYThhZjU4MTYtNDI5Ni00NTE0LTk2NjUtZmZhMGFiNDhiNDM4XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2023","1h 44m","PG-13","6.5","29K","The story of the infamously terrible American Samoa soccer team, known for a brutal 2001 FIFA match they lost 31-0."
"4009","Mowgli: Legend of the Jungle","https://m.media-amazon.com/images/M/MV5BMjMzODc2NzU5MV5BMl5BanBnXkFtZTgwNTMwMTE3NjM@._V1_QL75_UX280_CR0,0,280,414_.jpg","2018","1h 44m","PG-13","6.5","68K","A human child raised by wolves must face off against a menacing tiger named Shere Khan, as well as his own origins."
"4010","National Treasure: Book of Secrets","https://m.media-amazon.com/images/M/MV5BMjEwMjUyOTQ0MF5BMl5BanBnXkFtZTYwODA2Njk3._V1_QL75_UX280_CR0,1,280,414_.jpg","2007","2h 4m","PG","6.5","261K","Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln."
"4011","Barefoot","https://m.media-amazon.com/images/M/MV5BMTg0NzIxOTgxM15BMl5BanBnXkFtZTgwMjA3NjY3MDE@._V1_QL75_UX280_CR0,0,280,414_.jpg","2014","1h 30m","PG-13","6.5","28K","The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life; he takes this naive young woman home for his brother's wedding."
"4012","The Crazies","https://m.media-amazon.com/images/M/MV5BMjAzMDU5OTg0NV5BMl5BanBnXkFtZTcwNDQ4MjcwMw@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2010","1h 41m","R","6.5","133K","After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight for survival along with help from a couple of people."
"4013","The Lego Movie 2: The Second Part","https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","1h 47m","PG","6.5","81K","It's been five years since everything was awesome and the citizens are facing the huge new threat of Lego Duplo, invaders from outer space, wrecking everything faster than they can rebuild."
"4014","Last Night","https://m.media-amazon.com/images/M/MV5BNTk1Nzc5OTkwN15BMl5BanBnXkFtZTcwNjEyMTA4NA@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2010","1h 33m","R","6.5","52K","The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love."
"4015","So I Married an Axe Murderer","https://m.media-amazon.com/images/M/MV5BMDNiMzA1MzEtMDQwOC00NTkzLTgyMWEtNzk0YjNkZmY5MDIwXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","1993","1h 33m","PG-13","6.5","44K","A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others."
"4016","Peppermint","https://m.media-amazon.com/images/M/MV5BN2ZmZGZmMzgtMWMwYS00ODEzLThhODgtYmM4YTViNTRlMWVlXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2018","1h 41m","R","6.5","73K","Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free."
"4017","Life as We Know It","https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2010","1h 54m","PG-13","6.5","142K","Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident."
"4018","The Skeleton Key","https://m.media-amazon.com/images/M/MV5BMDE0YWIyM2UtZWU3Yi00M2U5LTgwMDAtODY1MjU2NzQ4M2NmXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2005","1h 44m","PG-13","6.5","127K","A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past."
"4019","Heist","https://m.media-amazon.com/images/M/MV5BY2M4YWQ5NDAtNjAwZC00NmM2LWJiNWUtOWEwNmE1Mjc5OGMyXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","2001","1h 49m","R","6.5","40K","A career jewel thief finds himself at tense odds with his longtime partner, a crime boss who sends his nephew to keep watch."
"4020","Host","https://m.media-amazon.com/images/M/MV5BNzNmNDY4ODUtOTRhMi00MGI5LWI2NTItYzdlMGM2ZDEwOGZiXkEyXkFqcGc@._V1_QL75_UY414_CR7,0,280,414_.jpg","2020","57m","Not Rated","6.5","44K","Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong."
"4021","Malice","https://m.media-amazon.com/images/M/MV5BY2U4ZTY0MWQtNTVmMS00YzNlLWExMDAtOGY0MTFjNjM2YjMwXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","1993","1h 47m","R","6.5","29K","A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor."
"4022","A Walk Among the Tombstones","https://m.media-amazon.com/images/M/MV5BMTQ3NzY2MTg1M15BMl5BanBnXkFtZTgwODY2Njk4MTE@._V1_QL75_UX280_CR0,14,280,414_.jpg","2014","1h 54m","R","6.5","130K","Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife."
"4023","Scoop","https://m.media-amazon.com/images/M/MV5BMDY1ZmQ1YTAtMzk1OC00ZGFmLWEwMDYtYjQxNjQ4NGRkMWQ4XkEyXkFqcGc@._V1_QL75_UY414_CR26,0,280,414_.jpg","2024","1h 42m","TV-14","6.5","20K","An insider account of how BBC Newsnight obtained the bombshell interview with Prince Andrew about his friendship with convicted sex offender, Jeffrey Epstein."
"4024","A Perfect Getaway","https://m.media-amazon.com/images/M/MV5BMjA3NzcxNzAwOV5BMl5BanBnXkFtZTcwNTgyNDU2Mg@@._V1_QL75_UY414_CR0,0,280,414_.jpg","2009","1h 38m","R","6.5","78K","Two pairs of lovers on a Hawaiian vacation discover that psychopaths are stalking and murdering tourists on the islands."
"4025","Cellular","https://m.media-amazon.com/images/M/MV5BMWRkOWZiZGMtMmRhNC00Njc1LWJkNDktNDNhMDY3N2NkYjFlXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2004","1h 34m","PG-13","6.5","108K","A young man receives an emergency phone call on his cell phone from an older woman. The catch? The woman claims to have been kidnapped, and the kidnappers have targeted her husband and child next."
